language,sent_index,baseline,ic_metric,length,real_dl,real_ic,delta_used,n_dl_matched,p_ic_given_dl
Hindi,47,projective_like,content,6,8,2.0,0,1056,1.0
Hindi,48,projective_like,content,6,13,2.0,0,424,1.0
Hindi,49,projective_like,content,6,9,0.0,0,1429,1.0
Hindi,50,projective_like,content,6,7,1.0,0,1241,0.7719580983078163
Hindi,51,projective_like,content,6,7,0.0,0,1222,0.7446808510638298
Hindi,52,projective_like,content,6,9,1.0,0,1056,0.946969696969697
Hindi,53,projective_like,content,6,10,4.0,0,636,1.0
Hindi,57,projective_like,content,6,7,2.0,0,1235,1.0
Hindi,58,projective_like,content,6,9,3.0,0,1880,1.0
Hindi,59,projective_like,content,6,10,5.0,0,598,1.0
Hindi,60,projective_like,content,6,6,1.0,0,506,1.0
Hindi,61,projective_like,content,6,8,2.0,0,1059,1.0
Hindi,62,projective_like,content,6,7,2.0,0,1250,1.0
Hindi,63,projective_like,content,6,11,1.0,0,1618,0.6106304079110012
Hindi,64,projective_like,content,6,6,1.0,0,984,1.0
Hindi,66,projective_like,content,6,10,4.0,0,638,1.0
Hindi,67,projective_like,content,6,6,1.0,0,675,1.0
Japanese,0,projective_like,content,6,5,0.0,0,329,1.0
Japanese,1,projective_like,content,6,5,0.0,0,313,1.0
Japanese,2,projective_like,content,6,11,4.0,0,1580,0.7139240506329114
Japanese,3,projective_like,content,6,6,0.0,0,624,1.0
Japanese,4,projective_like,content,6,8,3.0,0,1034,1.0
Japanese,5,projective_like,content,6,10,4.0,0,895,0.5050279329608939
Japanese,6,projective_like,content,6,11,4.0,0,1591,0.7121307353865494
Japanese,7,projective_like,content,6,5,0.0,0,322,1.0
Japanese,8,projective_like,content,6,8,1.0,0,1029,1.0
Japanese,9,projective_like,content,6,12,6.0,0,166,1.0
Japanese,10,projective_like,content,6,11,6.0,0,1585,1.0
Japanese,11,projective_like,content,6,5,0.0,0,303,1.0
Japanese,12,projective_like,content,6,6,1.0,0,616,1.0
Japanese,13,projective_like,content,6,11,3.0,0,1546,0.6507115135834411
Japanese,14,projective_like,content,6,5,0.0,0,292,1.0
Japanese,15,projective_like,content,6,9,4.0,0,1852,1.0
Japanese,16,projective_like,content,6,6,1.0,0,627,1.0
Japanese,18,projective_like,content,6,8,3.0,0,1542,1.0
Japanese,19,projective_like,content,6,5,0.0,0,307,1.0
Japanese,20,projective_like,content,6,6,0.0,0,465,1.0
Japanese,21,projective_like,content,6,5,0.0,0,312,1.0
Japanese,22,projective_like,content,6,15,10.0,0,333,1.0
Japanese,23,projective_like,content,6,8,0.0,0,1579,1.0
Japanese,24,projective_like,content,6,6,1.0,0,859,1.0
Japanese,25,projective_like,content,6,11,6.0,0,1607,1.0
Japanese,26,projective_like,content,6,11,6.0,0,1640,1.0
Japanese,27,projective_like,content,6,15,10.0,0,322,1.0
Japanese,28,projective_like,content,6,6,0.0,0,482,1.0
Japanese,29,projective_like,content,6,9,3.0,0,1410,0.8382978723404255
Japanese,30,projective_like,content,6,5,0.0,0,315,1.0
Japanese,31,projective_like,content,6,7,2.0,0,1256,1.0
Japanese,32,projective_like,content,6,6,1.0,0,487,1.0
Japanese,33,projective_like,content,6,8,2.0,0,1054,0.6688804554079696
Japanese,34,projective_like,content,6,5,0.0,0,327,1.0
Japanese,35,projective_like,content,6,7,2.0,0,471,1.0
Japanese,36,projective_like,content,6,15,6.0,0,306,0.5816993464052288
Japanese,37,projective_like,content,6,11,4.0,0,1541,0.8877352368591823
Japanese,39,projective_like,content,6,7,2.0,0,479,1.0
Japanese,40,projective_like,content,6,7,1.0,0,790,0.6354430379746835
Japanese,41,projective_like,content,6,15,6.0,0,290,0.6172413793103448
Japanese,42,projective_like,content,6,7,1.0,0,1269,1.0
Japanese,43,projective_like,content,6,8,0.0,0,1492,0.3941018766756032
Japanese,44,projective_like,content,6,8,1.0,0,786,1.0
Japanese,45,projective_like,content,6,8,1.0,0,1049,0.6606291706387035
Japanese,46,projective_like,content,6,6,1.0,0,475,1.0
Japanese,47,projective_like,content,6,10,4.0,0,518,0.7972972972972973
Japanese,48,projective_like,content,6,8,3.0,0,1565,1.0
Japanese,49,projective_like,content,6,6,1.0,0,632,1.0
Japanese,50,projective_like,content,6,7,2.0,0,1219,1.0
Japanese,51,projective_like,content,6,7,1.0,0,1218,1.0
Japanese,52,projective_like,content,6,8,3.0,0,1743,1.0
Japanese,53,projective_like,content,6,15,4.0,0,321,0.6292834890965732
Japanese,54,projective_like,content,6,5,0.0,0,292,1.0
Japanese,55,projective_like,content,6,8,1.0,0,1749,0.7615780445969125
Japanese,56,projective_like,content,6,11,4.0,0,1596,0.7192982456140351
Japanese,57,projective_like,content,6,6,1.0,0,476,1.0
Japanese,58,projective_like,content,6,7,1.0,0,961,1.0
Japanese,59,projective_like,content,6,7,2.0,0,504,1.0
Japanese,60,projective_like,content,6,6,0.0,0,458,0.31222707423580787
Japanese,61,projective_like,content,6,7,2.0,0,1826,1.0
Japanese,62,projective_like,content,6,5,0.0,0,314,1.0
Japanese,63,projective_like,content,6,9,0.0,0,1401,1.0
Japanese,64,projective_like,content,6,11,6.0,0,1513,1.0
Japanese,65,projective_like,content,6,6,1.0,0,465,1.0
Japanese,66,projective_like,content,6,6,0.0,0,974,0.5102669404517454
Japanese,67,projective_like,content,6,8,3.0,0,1246,1.0
Japanese,68,projective_like,content,6,6,1.0,0,460,1.0
Japanese,69,projective_like,content,6,11,6.0,0,1555,1.0
Japanese,70,projective_like,content,6,10,3.0,0,303,0.6996699669966997
Japanese,71,projective_like,content,6,5,0.0,0,303,1.0
Japanese,72,projective_like,content,6,15,4.0,0,321,0.5669781931464174
Japanese,73,projective_like,content,6,9,4.0,0,1805,1.0
Japanese,74,projective_like,content,6,7,2.0,0,807,1.0
Japanese,75,projective_like,content,6,11,6.0,0,1595,1.0
Japanese,76,projective_like,content,6,7,1.0,0,1284,1.0
Japanese,77,projective_like,content,6,11,4.0,0,1570,0.9050955414012739
Japanese,78,projective_like,content,6,6,0.0,0,439,1.0
Japanese,79,projective_like,content,6,6,0.0,0,592,1.0
