language,sent_index,baseline,ic_metric,length,real_dl,real_ic,delta_used,n_dl_matched,p_ic_given_dl
Hindi,41,projective_like,content,10,18,5.0,0,712,0.922752808988764
Hindi,42,projective_like,content,10,20,8.0,0,588,0.8605442176870748
Hindi,43,projective_like,content,10,17,6.0,0,265,1.0
Hindi,44,projective_like,content,10,13,2.0,0,86,0.5465116279069767
Hindi,46,projective_like,content,10,19,5.0,0,543,0.5267034990791897
Hindi,47,projective_like,content,10,14,4.0,0,117,1.0
Hindi,48,projective_like,content,10,19,7.0,0,295,1.0
Hindi,49,projective_like,content,10,19,8.0,0,454,0.7995594713656388
Hindi,50,projective_like,content,10,21,6.0,0,318,1.0
Hindi,52,projective_like,content,10,21,5.0,0,547,0.44972577696526506
Hindi,53,projective_like,content,10,13,2.0,0,132,0.7803030303030303
Hindi,54,projective_like,content,10,26,8.0,0,238,0.9327731092436975
Hindi,56,projective_like,content,10,13,2.0,1,266,0.575187969924812
Hindi,57,projective_like,content,10,21,8.0,0,368,0.8804347826086957
Hindi,60,projective_like,content,10,14,4.0,0,240,0.85
Hindi,62,projective_like,content,10,13,3.0,0,136,1.0
Hindi,63,projective_like,content,10,15,4.0,0,201,1.0
Hindi,68,projective_like,content,10,13,1.0,0,127,1.0
Hindi,69,projective_like,content,10,16,4.0,0,280,0.9178571428571428
Hindi,72,projective_like,content,10,14,4.0,0,106,1.0
Hindi,73,projective_like,content,10,18,5.0,0,454,0.6299559471365639
Hindi,74,projective_like,content,10,20,4.0,0,416,0.18269230769230768
Hindi,75,projective_like,content,10,19,7.0,0,716,0.9804469273743017
Hindi,76,projective_like,content,10,20,7.0,0,332,0.7921686746987951
Hindi,78,projective_like,content,10,16,4.0,0,356,0.9410112359550562
Hindi,79,projective_like,content,10,25,15.0,0,203,0.8472906403940886
Japanese,0,projective_like,content,10,17,5.0,0,324,0.6419753086419753
Japanese,1,projective_like,content,10,23,7.0,0,343,0.31486880466472306
Japanese,2,projective_like,content,10,16,6.0,0,277,1.0
Japanese,3,projective_like,content,10,20,5.0,0,427,0.8735362997658079
Japanese,4,projective_like,content,10,15,2.0,0,200,0.735
Japanese,5,projective_like,content,10,13,3.0,0,127,1.0
Japanese,6,projective_like,content,10,16,5.0,0,320,1.0
Japanese,7,projective_like,content,10,11,1.0,0,88,1.0
Japanese,8,projective_like,content,10,15,3.0,0,260,0.8461538461538461
Japanese,9,projective_like,content,10,16,5.0,0,321,1.0
Japanese,10,projective_like,content,10,10,1.0,2,109,0.3853211009174312
Japanese,12,projective_like,content,10,13,3.0,1,257,0.8754863813229572
Japanese,13,projective_like,content,10,21,7.0,0,409,0.33007334963325186
Japanese,14,projective_like,content,10,12,1.0,0,101,1.0
Japanese,15,projective_like,content,10,22,6.0,0,616,0.3181818181818182
Japanese,16,projective_like,content,10,13,2.0,0,117,0.49572649572649574
Japanese,17,projective_like,content,10,20,6.0,0,635,0.09606299212598425
Japanese,18,projective_like,content,10,10,1.0,1,85,1.0
Japanese,19,projective_like,content,10,21,8.0,0,385,0.7558441558441559
Japanese,20,projective_like,content,10,14,2.0,1,244,0.5491803278688525
Japanese,21,projective_like,content,10,25,14.0,0,1260,0.8095238095238095
Japanese,22,projective_like,content,10,16,3.0,0,151,0.41721854304635764
Japanese,23,projective_like,content,10,17,5.0,0,315,0.6666666666666666
Japanese,24,projective_like,content,10,12,2.0,1,137,0.5474452554744526
Japanese,25,projective_like,content,10,15,0.0,0,342,0.19883040935672514
Japanese,26,projective_like,content,10,15,3.0,0,227,0.7400881057268722
Japanese,27,projective_like,content,10,19,3.0,0,624,0.7628205128205128
Japanese,28,projective_like,content,10,11,2.0,0,88,1.0
Japanese,29,projective_like,content,10,14,2.0,0,191,1.0
Japanese,30,projective_like,content,10,17,4.0,0,422,0.8672985781990521
Japanese,31,projective_like,content,10,13,4.0,0,123,1.0
Japanese,32,projective_like,content,10,13,3.0,0,136,1.0
Japanese,33,projective_like,content,10,15,3.0,0,208,0.5769230769230769
Japanese,35,projective_like,content,10,11,2.0,1,158,0.7341772151898734
Japanese,36,projective_like,content,10,22,9.0,0,294,0.95578231292517
Japanese,37,projective_like,content,10,20,4.0,0,207,1.0
Japanese,38,projective_like,content,10,10,0.0,1,88,0.5681818181818182
Japanese,39,projective_like,content,10,21,6.0,0,407,0.9336609336609336
Japanese,41,projective_like,content,10,37,17.0,0,154,0.6883116883116883
Japanese,42,projective_like,content,10,20,7.0,0,470,0.9063829787234042
Japanese,43,projective_like,content,10,12,2.0,0,105,0.5047619047619047
Japanese,44,projective_like,content,10,14,2.0,0,338,1.0
Japanese,45,projective_like,content,10,12,2.0,1,234,0.6752136752136753
Japanese,46,projective_like,content,10,15,4.0,0,495,0.8747474747474747
Japanese,47,projective_like,content,10,20,11.0,0,736,1.0
Japanese,48,projective_like,content,10,15,4.0,0,196,0.9744897959183674
Japanese,49,projective_like,content,10,13,2.0,0,92,1.0
Japanese,50,projective_like,content,10,11,1.0,1,122,0.5573770491803278
Japanese,51,projective_like,content,10,15,5.0,0,306,0.9084967320261438
Japanese,52,projective_like,content,10,13,2.0,1,227,0.7092511013215859
Japanese,53,projective_like,content,10,15,5.0,0,308,0.9090909090909091
Japanese,55,projective_like,content,10,12,2.0,1,227,0.788546255506608
Japanese,56,projective_like,content,10,16,4.0,0,278,0.8812949640287769
Japanese,57,projective_like,content,10,9,0.0,2,81,0.3950617283950617
Japanese,58,projective_like,content,10,12,1.0,0,106,1.0
Japanese,59,projective_like,content,10,16,7.0,0,256,1.0
Japanese,60,projective_like,content,10,12,2.0,1,228,1.0
Japanese,61,projective_like,content,10,37,17.0,0,176,0.7102272727272727
Japanese,62,projective_like,content,10,12,2.0,0,88,1.0
Japanese,63,projective_like,content,10,14,4.0,0,238,1.0
Japanese,64,projective_like,content,10,25,14.0,0,537,0.6126629422718808
Japanese,66,projective_like,content,10,13,1.0,0,178,0.5168539325842697
Japanese,67,projective_like,content,10,16,6.0,0,340,1.0
Japanese,68,projective_like,content,10,10,1.0,2,150,0.2733333333333333
Japanese,69,projective_like,content,10,12,1.0,0,90,1.0
Japanese,70,projective_like,content,10,14,2.0,0,294,1.0
Japanese,71,projective_like,content,10,20,5.0,0,382,0.56282722513089
Japanese,72,projective_like,content,10,10,1.0,2,113,0.34513274336283184
Japanese,73,projective_like,content,10,12,1.0,0,146,0.4931506849315068
Japanese,74,projective_like,content,10,11,2.0,1,118,0.6610169491525424
Japanese,75,projective_like,content,10,16,3.0,0,291,0.5876288659793815
Japanese,76,projective_like,content,10,17,5.0,0,374,0.8449197860962567
Japanese,77,projective_like,content,10,14,2.0,0,159,1.0
Japanese,78,projective_like,content,10,22,6.0,0,390,0.8384615384615385
Japanese,79,projective_like,content,10,15,3.0,1,232,0.7155172413793104
