language,sent_index,baseline,ic_metric,length,real_dl,real_ic,delta_used,n_dl_matched,p_ic_given_dl
Hindi,29,projective_like,content,16,48,18.0,0,169,0.24260355029585798
Hindi,31,projective_like,content,16,27,10.0,1,98,0.9693877551020408
Hindi,32,projective_like,content,16,20,3.0,7,90,0.03333333333333333
Hindi,34,projective_like,content,16,28,8.0,0,96,0.28125
Hindi,36,projective_like,content,16,35,8.0,0,204,0.5931372549019608
Hindi,37,projective_like,content,16,26,6.0,2,132,0.6742424242424242
Hindi,40,projective_like,content,16,33,12.0,0,196,0.7040816326530612
Hindi,42,projective_like,content,16,47,15.0,0,181,0.16574585635359115
Hindi,43,projective_like,content,16,36,17.0,0,316,0.9968354430379747
Hindi,44,projective_like,content,16,52,27.0,0,131,0.9236641221374046
Hindi,45,projective_like,content,16,50,24.0,0,152,0.6842105263157895
Hindi,46,projective_like,content,16,43,21.0,0,239,0.7447698744769874
Hindi,47,projective_like,content,16,22,6.0,4,82,0.6219512195121951
Hindi,48,projective_like,content,16,27,9.0,1,181,0.6629834254143646
Hindi,50,projective_like,content,16,24,6.0,2,104,0.5384615384615384
Hindi,52,projective_like,content,16,42,17.0,0,149,0.3691275167785235
Hindi,55,projective_like,content,16,31,11.0,0,111,0.8738738738738738
Hindi,56,projective_like,content,16,28,8.0,1,81,0.35802469135802467
Hindi,57,projective_like,content,16,37,13.0,0,115,0.46956521739130436
Hindi,59,projective_like,content,16,36,16.0,0,228,0.8596491228070176
Hindi,60,projective_like,content,16,35,15.0,0,176,0.6590909090909091
Hindi,62,projective_like,content,16,28,11.0,0,84,1.0
Hindi,64,projective_like,content,16,46,19.0,0,242,0.9669421487603306
Hindi,65,projective_like,content,16,29,9.0,0,95,0.8
Hindi,68,projective_like,content,16,38,15.0,0,268,0.31716417910447764
Hindi,69,projective_like,content,16,19,3.0,8,55,0.0
Hindi,70,projective_like,content,16,42,17.0,0,197,0.3248730964467005
Hindi,72,projective_like,content,16,34,14.0,0,173,0.8265895953757225
Hindi,73,projective_like,content,16,25,6.0,2,101,0.5643564356435643
Hindi,77,projective_like,content,16,32,12.0,0,177,0.96045197740113
Hindi,79,projective_like,content,16,29,7.0,1,208,0.5769230769230769
Japanese,0,projective_like,content,16,24,6.0,5,96,0.4270833333333333
Japanese,1,projective_like,content,16,35,11.0,0,174,0.6149425287356322
Japanese,2,projective_like,content,16,25,6.0,2,86,0.5348837209302325
Japanese,3,projective_like,content,16,41,11.0,0,220,0.6545454545454545
Japanese,5,projective_like,content,16,48,11.0,0,194,0.9072164948453608
Japanese,6,projective_like,content,16,29,7.0,1,80,0.85
Japanese,8,projective_like,content,16,39,16.0,0,122,0.8114754098360656
Japanese,9,projective_like,content,16,33,14.0,1,158,0.7531645569620253
Japanese,10,projective_like,content,16,28,7.0,3,94,0.5425531914893617
Japanese,12,projective_like,content,16,24,9.0,6,80,0.1875
Japanese,13,projective_like,content,16,21,3.0,7,91,0.13186813186813187
Japanese,14,projective_like,content,16,43,17.0,0,154,0.17532467532467533
Japanese,15,projective_like,content,16,24,3.0,3,125,0.072
Japanese,17,projective_like,content,16,19,2.0,8,53,0.03773584905660377
Japanese,18,projective_like,content,16,27,5.0,2,111,0.43243243243243246
Japanese,19,projective_like,content,16,23,4.0,5,96,0.19791666666666666
Japanese,20,projective_like,content,16,21,3.0,6,99,0.030303030303030304
Japanese,22,projective_like,content,16,26,7.0,1,109,0.9541284403669725
Japanese,25,projective_like,content,16,49,26.0,0,158,0.8860759493670886
Japanese,26,projective_like,content,16,38,16.0,3,121,0.19008264462809918
Japanese,27,projective_like,content,16,29,6.0,1,96,0.6354166666666666
Japanese,28,projective_like,content,16,30,9.0,1,133,0.8345864661654135
Japanese,29,projective_like,content,16,47,28.0,0,240,1.0
Japanese,32,projective_like,content,16,21,2.0,8,105,0.0761904761904762
Japanese,33,projective_like,content,16,19,2.0,8,63,0.015873015873015872
Japanese,34,projective_like,content,16,26,6.0,3,127,0.4330708661417323
Japanese,35,projective_like,content,16,33,4.0,1,209,0.06220095693779904
Japanese,36,projective_like,content,16,29,7.0,1,127,0.6062992125984252
Japanese,37,projective_like,content,16,35,10.0,0,184,0.5054347826086957
Japanese,38,projective_like,content,16,28,6.0,1,108,0.14814814814814814
Japanese,39,projective_like,content,16,33,11.0,0,92,0.358695652173913
Japanese,41,projective_like,content,16,22,6.0,5,97,0.15463917525773196
Japanese,42,projective_like,content,16,31,9.0,0,155,0.41935483870967744
Japanese,43,projective_like,content,16,20,4.0,8,62,0.06451612903225806
Japanese,44,projective_like,content,16,26,7.0,1,114,0.7368421052631579
Japanese,45,projective_like,content,16,42,18.0,0,117,0.7350427350427351
Japanese,46,projective_like,content,16,24,7.0,3,109,0.5688073394495413
Japanese,47,projective_like,content,16,56,19.0,0,193,0.49740932642487046
Japanese,48,projective_like,content,16,52,28.0,0,168,0.9285714285714286
Japanese,49,projective_like,content,16,24,6.0,3,116,0.25
Japanese,50,projective_like,content,16,28,6.0,1,146,0.5205479452054794
Japanese,51,projective_like,content,16,28,6.0,2,80,0.1
Japanese,52,projective_like,content,16,36,18.0,2,185,0.8540540540540541
Japanese,53,projective_like,content,16,31,13.0,0,92,0.7717391304347826
Japanese,54,projective_like,content,16,35,13.0,0,171,0.05847953216374269
Japanese,55,projective_like,content,16,29,8.0,1,188,0.42021276595744683
Japanese,57,projective_like,content,16,24,6.0,3,92,0.2391304347826087
Japanese,58,projective_like,content,16,34,7.0,0,254,0.35039370078740156
Japanese,59,projective_like,content,16,20,2.0,7,81,0.04938271604938271
Japanese,60,projective_like,content,16,32,6.0,1,146,0.363013698630137
Japanese,61,projective_like,content,16,23,6.0,4,85,0.8
Japanese,62,projective_like,content,16,22,3.0,6,83,0.13253012048192772
Japanese,63,projective_like,content,16,32,9.0,1,159,0.1949685534591195
Japanese,64,projective_like,content,16,26,4.0,3,113,0.49557522123893805
Japanese,65,projective_like,content,16,32,12.0,0,169,0.7928994082840237
Japanese,66,projective_like,content,16,44,25.0,0,247,0.9878542510121457
Japanese,67,projective_like,content,16,29,6.0,1,149,0.18791946308724833
Japanese,68,projective_like,content,16,28,7.0,1,132,0.16666666666666666
Japanese,69,projective_like,content,16,37,8.0,0,271,0.5498154981549815
Japanese,70,projective_like,content,16,22,4.0,4,112,0.3392857142857143
Japanese,71,projective_like,content,16,44,11.0,0,292,0.08561643835616438
Japanese,72,projective_like,content,16,35,15.0,0,253,0.8774703557312253
Japanese,73,projective_like,content,16,42,13.0,0,194,0.7989690721649485
Japanese,75,projective_like,content,16,23,4.0,5,123,0.2682926829268293
Japanese,76,projective_like,content,16,40,18.0,0,123,0.8211382113821138
Japanese,77,projective_like,content,16,28,7.0,1,169,0.27218934911242604
Japanese,78,projective_like,content,16,67,34.0,1,202,0.16336633663366337
Japanese,79,projective_like,content,16,36,11.0,0,152,0.4868421052631579
