language,sent_index,baseline,ic_metric,length,real_dl,real_ic,delta_used,n_dl_matched,p_ic_given_dl
English,60,projective_like,content,8,17,4.0,0,315,0.4
English,61,projective_like,content,8,16,2.0,0,445,0.6876404494382022
English,62,projective_like,content,8,14,5.0,0,781,0.9436619718309859
English,63,projective_like,content,8,13,3.0,0,514,0.5447470817120622
English,64,projective_like,content,8,11,0.0,0,422,1.0
English,66,projective_like,content,8,18,11.0,0,251,1.0
English,67,projective_like,content,8,16,6.0,0,283,0.9399293286219081
English,68,projective_like,content,8,14,2.0,0,825,0.7733333333333333
English,69,projective_like,content,8,13,6.0,0,537,1.0
English,71,projective_like,content,8,13,2.0,0,453,1.0
English,72,projective_like,content,8,18,9.0,0,486,1.0
English,73,projective_like,content,8,12,4.0,0,649,1.0
English,74,projective_like,content,8,20,6.0,0,403,0.8114143920595533
English,75,projective_like,content,8,25,11.0,1,113,0.6814159292035398
English,76,projective_like,content,8,17,4.0,0,285,0.03508771929824561
English,77,projective_like,content,8,11,3.0,0,463,0.22462203023758098
English,78,projective_like,content,8,19,8.0,1,297,1.0
English,79,projective_like,content,8,15,4.0,0,1363,0.743947175348496
Hindi,0,projective_like,content,8,14,1.0,0,1074,0.16294227188081936
Hindi,1,projective_like,content,8,13,3.0,0,988,0.4726720647773279
Hindi,2,projective_like,content,8,13,5.0,0,505,1.0
Hindi,3,projective_like,content,8,14,4.0,0,742,0.8450134770889488
Hindi,4,projective_like,content,8,12,3.0,0,395,0.6354430379746835
Hindi,5,projective_like,content,8,12,5.0,0,664,1.0
Hindi,6,projective_like,content,8,14,2.0,0,944,0.5720338983050848
Hindi,7,projective_like,content,8,11,2.0,0,475,1.0
Hindi,9,projective_like,content,8,16,1.0,0,543,1.0
Hindi,10,projective_like,content,8,12,4.0,0,669,0.7832585949177877
Hindi,11,projective_like,content,8,15,4.0,0,577,0.5771230502599654
Hindi,14,projective_like,content,8,11,3.0,0,475,1.0
Hindi,16,projective_like,content,8,9,1.0,0,232,1.0
Hindi,17,projective_like,content,8,15,7.0,0,409,1.0
Hindi,18,projective_like,content,8,14,4.0,0,1063,1.0
Hindi,19,projective_like,content,8,19,7.0,0,478,1.0
Hindi,20,projective_like,content,8,10,3.0,0,425,1.0
Hindi,21,projective_like,content,8,15,2.0,0,825,0.6763636363636364
Hindi,22,projective_like,content,8,11,2.0,0,477,0.6540880503144654
Hindi,23,projective_like,content,8,13,4.0,0,590,0.7050847457627119
Hindi,25,projective_like,content,8,14,1.0,0,666,0.5345345345345346
Hindi,26,projective_like,content,8,11,2.0,0,273,0.9304029304029304
Hindi,29,projective_like,content,8,14,3.0,0,896,0.8404017857142857
Hindi,30,projective_like,content,8,11,3.0,0,487,1.0
Hindi,31,projective_like,content,8,16,4.0,0,592,0.8614864864864865
Hindi,33,projective_like,content,8,9,1.0,0,249,1.0
Hindi,34,projective_like,content,8,7,0.0,1,177,0.5932203389830508
Hindi,35,projective_like,content,8,10,2.0,0,433,1.0
Hindi,36,projective_like,content,8,19,9.0,0,282,0.7021276595744681
Hindi,37,projective_like,content,8,12,2.0,0,415,0.8337349397590361
Hindi,38,projective_like,content,8,9,2.0,0,427,1.0
Hindi,40,projective_like,content,8,12,1.0,0,749,0.6008010680907877
Hindi,41,projective_like,content,8,13,5.0,0,1012,1.0
Hindi,42,projective_like,content,8,9,2.0,0,296,1.0
Hindi,43,projective_like,content,8,9,0.0,0,203,1.0
Hindi,44,projective_like,content,8,12,2.0,0,410,1.0
Hindi,45,projective_like,content,8,10,3.0,0,382,1.0
Hindi,46,projective_like,content,8,16,5.0,0,578,1.0
Hindi,48,projective_like,content,8,12,5.0,0,1860,1.0
Hindi,49,projective_like,content,8,10,1.0,0,405,0.4246913580246914
Hindi,50,projective_like,content,8,12,3.0,0,402,1.0
Hindi,51,projective_like,content,8,10,3.0,0,485,1.0
Hindi,52,projective_like,content,8,10,2.0,0,466,1.0
Hindi,53,projective_like,content,8,10,2.0,0,400,1.0
Hindi,54,projective_like,content,8,13,5.0,0,702,1.0
Hindi,55,projective_like,content,8,10,0.0,0,409,0.7188264058679706
Hindi,56,projective_like,content,8,10,3.0,0,389,1.0
Hindi,57,projective_like,content,8,10,1.0,0,193,1.0
Hindi,58,projective_like,content,8,13,4.0,0,725,1.0
Hindi,59,projective_like,content,8,9,2.0,1,290,0.6310344827586207
Hindi,62,projective_like,content,8,11,3.0,0,470,1.0
Hindi,63,projective_like,content,8,11,1.0,0,571,1.0
Hindi,64,projective_like,content,8,11,2.0,0,799,0.6658322903629537
Hindi,65,projective_like,content,8,16,5.0,0,407,0.6953316953316954
Hindi,66,projective_like,content,8,14,6.0,0,484,1.0
Hindi,67,projective_like,content,8,10,2.0,0,427,1.0
Hindi,68,projective_like,content,8,9,0.0,0,249,1.0
Hindi,69,projective_like,content,8,13,4.0,0,561,0.7183600713012478
Hindi,70,projective_like,content,8,9,2.0,0,230,1.0
Hindi,71,projective_like,content,8,10,3.0,0,211,1.0
Hindi,72,projective_like,content,8,11,1.0,0,550,1.0
Hindi,73,projective_like,content,8,10,1.0,0,483,1.0
Hindi,75,projective_like,content,8,12,3.0,0,835,1.0
Hindi,76,projective_like,content,8,15,8.0,0,512,1.0
Hindi,77,projective_like,content,8,21,11.0,1,228,0.9298245614035088
Hindi,78,projective_like,content,8,15,2.0,0,363,0.7327823691460055
Hindi,79,projective_like,content,8,12,4.0,0,765,1.0
Japanese,0,projective_like,content,8,12,3.0,0,227,0.7665198237885462
Japanese,1,projective_like,content,8,9,2.0,0,353,1.0
Japanese,2,projective_like,content,8,9,1.0,0,189,1.0
Japanese,3,projective_like,content,8,12,4.0,0,804,1.0
Japanese,4,projective_like,content,8,9,2.0,0,249,1.0
Japanese,5,projective_like,content,8,9,0.0,0,232,0.6853448275862069
Japanese,6,projective_like,content,8,9,2.0,0,155,1.0
Japanese,7,projective_like,content,8,9,1.0,0,240,1.0
Japanese,8,projective_like,content,8,15,5.0,0,634,0.6545741324921136
Japanese,9,projective_like,content,8,14,1.0,0,1725,0.696231884057971
Japanese,10,projective_like,content,8,9,2.0,0,260,1.0
Japanese,11,projective_like,content,8,22,6.0,1,270,0.044444444444444446
Japanese,12,projective_like,content,8,11,3.0,0,669,1.0
Japanese,13,projective_like,content,8,7,0.0,0,80,1.0
Japanese,14,projective_like,content,8,9,1.0,0,232,1.0
Japanese,15,projective_like,content,8,17,0.0,0,521,0.2687140115163148
Japanese,16,projective_like,content,8,8,0.0,0,117,1.0
Japanese,17,projective_like,content,8,10,3.0,0,421,1.0
Japanese,18,projective_like,content,8,17,9.0,0,580,0.896551724137931
Japanese,19,projective_like,content,8,14,3.0,0,1736,0.26152073732718895
Japanese,20,projective_like,content,8,10,2.0,0,690,1.0
Japanese,21,projective_like,content,8,28,17.0,6,606,0.9785478547854786
Japanese,22,projective_like,content,8,13,4.0,0,428,1.0
Japanese,23,projective_like,content,8,8,1.0,0,162,1.0
Japanese,24,projective_like,content,8,9,1.0,0,275,1.0
Japanese,25,projective_like,content,8,9,1.0,0,183,1.0
Japanese,26,projective_like,content,8,22,9.0,0,561,0.6203208556149733
Japanese,27,projective_like,content,8,14,2.0,0,548,0.7737226277372263
Japanese,28,projective_like,content,8,15,3.0,0,703,0.9388335704125178
Japanese,29,projective_like,content,8,15,7.0,0,885,1.0
Japanese,30,projective_like,content,8,13,3.0,0,930,0.8591397849462366
Japanese,31,projective_like,content,8,14,5.0,0,719,0.721835883171071
Japanese,32,projective_like,content,8,10,2.0,0,396,1.0
Japanese,33,projective_like,content,8,16,5.0,0,595,0.4369747899159664
Japanese,34,projective_like,content,8,12,3.0,0,491,1.0
Japanese,35,projective_like,content,8,22,6.0,1,256,0.05859375
Japanese,36,projective_like,content,8,12,3.0,0,694,0.5115273775216138
Japanese,37,projective_like,content,8,10,3.0,0,155,1.0
Japanese,38,projective_like,content,8,7,0.0,0,88,1.0
Japanese,39,projective_like,content,8,16,4.0,0,330,0.05757575757575758
Japanese,40,projective_like,content,8,11,2.0,0,521,0.8714011516314779
Japanese,41,projective_like,content,8,7,0.0,0,83,1.0
Japanese,42,projective_like,content,8,12,2.0,0,446,0.625560538116592
Japanese,43,projective_like,content,8,8,1.0,0,110,1.0
Japanese,44,projective_like,content,8,8,1.0,0,128,1.0
Japanese,45,projective_like,content,8,10,2.0,0,389,1.0
Japanese,46,projective_like,content,8,17,4.0,0,422,0.17772511848341233
Japanese,47,projective_like,content,8,8,1.0,0,104,1.0
Japanese,48,projective_like,content,8,8,1.0,0,142,1.0
Japanese,49,projective_like,content,8,11,3.0,0,473,1.0
Japanese,50,projective_like,content,8,9,0.0,0,177,1.0
Japanese,51,projective_like,content,8,11,4.0,0,505,1.0
Japanese,52,projective_like,content,8,12,4.0,0,613,1.0
Japanese,53,projective_like,content,8,10,1.0,0,443,1.0
Japanese,54,projective_like,content,8,8,0.0,0,126,1.0
Japanese,55,projective_like,content,8,8,1.0,0,102,1.0
Japanese,56,projective_like,content,8,7,0.0,0,82,1.0
Japanese,57,projective_like,content,8,16,6.0,0,484,0.7148760330578512
Japanese,58,projective_like,content,8,15,6.0,0,824,0.9842233009708737
Japanese,59,projective_like,content,8,9,2.0,0,479,1.0
Japanese,61,projective_like,content,8,18,5.0,0,222,1.0
Japanese,62,projective_like,content,8,12,3.0,0,386,0.5673575129533679
Japanese,63,projective_like,content,8,13,4.0,0,448,1.0
Japanese,64,projective_like,content,8,11,4.0,0,873,1.0
Japanese,65,projective_like,content,8,13,3.0,0,804,0.8208955223880597
Japanese,66,projective_like,content,8,13,4.0,0,522,0.9195402298850575
Japanese,67,projective_like,content,8,9,1.0,0,92,1.0
Japanese,68,projective_like,content,8,7,0.0,1,191,0.6073298429319371
Japanese,69,projective_like,content,8,8,0.0,0,135,1.0
Japanese,70,projective_like,content,8,9,2.0,0,251,1.0
Japanese,71,projective_like,content,8,15,6.0,0,481,0.896049896049896
Japanese,72,projective_like,content,8,19,4.0,0,129,0.27906976744186046
Japanese,73,projective_like,content,8,11,3.0,0,684,1.0
Japanese,74,projective_like,content,8,7,0.0,1,178,1.0
Japanese,75,projective_like,content,8,17,6.0,0,328,0.125
Japanese,76,projective_like,content,8,14,5.0,0,393,0.21882951653944022
Japanese,77,projective_like,content,8,11,4.0,0,249,1.0
Japanese,78,projective_like,content,8,11,2.0,0,269,1.0
Japanese,79,projective_like,content,8,17,9.0,0,217,1.0
