language,sent_index,baseline,ic_metric,length,real_dl,real_ic,delta_used,n_dl_matched,p_ic_given_dl
English,78,projective_like,content,12,24,10.0,0,357,1.0
English,79,projective_like,content,12,28,9.0,0,291,0.5601374570446735
Hindi,2,projective_like,content,12,35,12.0,0,194,0.8144329896907216
Hindi,3,projective_like,content,12,26,12.0,0,325,0.7815384615384615
Hindi,4,projective_like,content,12,23,8.0,0,231,0.8484848484848485
Hindi,5,projective_like,content,12,26,6.0,0,250,0.88
Hindi,7,projective_like,content,12,33,15.0,0,191,0.6335078534031413
Hindi,8,projective_like,content,12,18,5.0,0,93,0.8494623655913979
Hindi,9,projective_like,content,12,22,2.0,0,271,0.46863468634686345
Hindi,10,projective_like,content,12,34,13.0,0,202,0.9702970297029703
Hindi,12,projective_like,content,12,17,5.0,1,148,0.8175675675675675
Hindi,13,projective_like,content,12,24,7.0,0,409,0.5207823960880196
Hindi,14,projective_like,content,12,22,7.0,0,226,0.8539823008849557
Hindi,17,projective_like,content,12,28,10.0,0,388,0.6391752577319587
Hindi,19,projective_like,content,12,26,8.0,0,355,0.4619718309859155
Hindi,20,projective_like,content,12,22,10.0,0,308,1.0
Hindi,22,projective_like,content,12,42,15.0,0,97,0.7835051546391752
Hindi,23,projective_like,content,12,35,12.0,0,150,0.46
Hindi,25,projective_like,content,12,21,7.0,0,304,0.375
Hindi,26,projective_like,content,12,26,4.0,0,176,0.3522727272727273
Hindi,29,projective_like,content,12,26,12.0,0,558,0.7007168458781362
Hindi,30,projective_like,content,12,16,5.0,1,83,0.7951807228915663
Hindi,31,projective_like,content,12,17,3.0,1,133,0.39849624060150374
Hindi,32,projective_like,content,12,35,12.0,0,181,0.9060773480662984
Hindi,33,projective_like,content,12,22,6.0,0,165,0.8303030303030303
Hindi,37,projective_like,content,12,27,13.0,0,297,0.936026936026936
Hindi,38,projective_like,content,12,19,5.0,0,172,1.0
Hindi,40,projective_like,content,12,25,11.0,0,429,1.0
Hindi,42,projective_like,content,12,24,10.0,0,391,0.8823529411764706
Hindi,43,projective_like,content,12,17,4.0,1,154,0.5714285714285714
Hindi,45,projective_like,content,12,32,12.0,0,242,0.9669421487603306
Hindi,48,projective_like,content,12,32,4.0,0,176,0.10227272727272728
Hindi,49,projective_like,content,12,16,3.0,1,114,0.9298245614035088
Hindi,50,projective_like,content,12,24,11.0,0,234,0.8675213675213675
Hindi,51,projective_like,content,12,44,16.0,1,175,0.9428571428571428
Hindi,53,projective_like,content,12,17,3.0,1,98,0.7244897959183674
Hindi,54,projective_like,content,12,24,10.0,0,344,0.9447674418604651
Hindi,55,projective_like,content,12,20,7.0,0,190,0.8105263157894737
Hindi,56,projective_like,content,12,23,7.0,0,274,0.09854014598540146
Hindi,57,projective_like,content,12,23,8.0,0,302,0.7649006622516556
Hindi,58,projective_like,content,12,17,5.0,1,240,0.8083333333333333
Hindi,59,projective_like,content,12,23,8.0,0,502,0.9880478087649402
Hindi,60,projective_like,content,12,22,9.0,0,343,0.9387755102040817
Hindi,62,projective_like,content,12,38,2.0,0,219,1.0
Hindi,64,projective_like,content,12,20,8.0,0,214,1.0
Hindi,66,projective_like,content,12,34,13.0,0,100,0.51
Hindi,67,projective_like,content,12,23,5.0,0,254,0.7795275590551181
Hindi,70,projective_like,content,12,27,13.0,0,344,0.8691860465116279
Hindi,71,projective_like,content,12,19,5.0,0,121,1.0
Hindi,72,projective_like,content,12,23,4.0,0,117,0.8803418803418803
Hindi,73,projective_like,content,12,15,3.0,3,165,0.10303030303030303
Hindi,74,projective_like,content,12,23,6.0,0,369,0.6124661246612466
Hindi,77,projective_like,content,12,21,4.0,0,108,0.49074074074074076
Hindi,78,projective_like,content,12,27,7.0,0,239,0.6861924686192469
Hindi,79,projective_like,content,12,25,7.0,0,290,0.9827586206896551
Japanese,0,projective_like,content,12,17,5.0,1,179,0.7318435754189944
Japanese,1,projective_like,content,12,13,2.0,4,116,0.28448275862068967
Japanese,2,projective_like,content,12,16,4.0,1,83,0.6265060240963856
Japanese,3,projective_like,content,12,15,2.0,1,89,0.7865168539325843
Japanese,4,projective_like,content,12,17,4.0,0,119,1.0
Japanese,5,projective_like,content,12,14,2.0,3,93,0.7526881720430108
Japanese,7,projective_like,content,12,19,4.0,0,110,0.7727272727272727
Japanese,8,projective_like,content,12,16,2.0,1,110,0.8636363636363636
Japanese,9,projective_like,content,12,13,1.0,4,87,0.2988505747126437
Japanese,11,projective_like,content,12,23,3.0,0,224,0.42857142857142855
Japanese,12,projective_like,content,12,32,21.0,0,378,1.0
Japanese,13,projective_like,content,12,18,2.0,1,96,0.4166666666666667
Japanese,14,projective_like,content,12,28,8.0,0,478,0.5355648535564853
Japanese,15,projective_like,content,12,23,7.0,0,324,0.5987654320987654
Japanese,16,projective_like,content,12,25,6.0,0,324,0.23765432098765432
Japanese,17,projective_like,content,12,27,5.0,0,283,0.38869257950530034
Japanese,18,projective_like,content,12,38,20.0,0,1543,0.2832145171743357
Japanese,19,projective_like,content,12,21,6.0,0,342,0.9298245614035088
Japanese,20,projective_like,content,12,18,4.0,1,198,0.7222222222222222
Japanese,21,projective_like,content,12,22,6.0,0,164,0.4573170731707317
Japanese,22,projective_like,content,12,17,3.0,1,117,0.4358974358974359
Japanese,23,projective_like,content,12,21,8.0,0,171,0.9766081871345029
Japanese,24,projective_like,content,12,22,8.0,0,210,0.919047619047619
Japanese,25,projective_like,content,12,13,0.0,3,82,0.25609756097560976
Japanese,26,projective_like,content,12,23,7.0,0,120,0.11666666666666667
Japanese,27,projective_like,content,12,20,5.0,0,176,0.5113636363636364
Japanese,29,projective_like,content,12,41,18.0,0,202,0.9702970297029703
Japanese,30,projective_like,content,12,19,4.0,0,141,0.44680851063829785
Japanese,31,projective_like,content,12,35,14.0,0,394,0.13451776649746192
Japanese,32,projective_like,content,12,18,3.0,1,133,0.5488721804511278
Japanese,33,projective_like,content,12,21,5.0,0,329,0.23100303951367782
Japanese,34,projective_like,content,12,22,8.0,0,215,0.7813953488372093
Japanese,35,projective_like,content,12,21,3.0,0,155,0.47096774193548385
Japanese,36,projective_like,content,12,28,16.0,0,427,1.0
Japanese,37,projective_like,content,12,21,5.0,0,211,0.6540284360189573
Japanese,38,projective_like,content,12,12,1.0,5,90,0.05555555555555555
Japanese,39,projective_like,content,12,17,2.0,1,214,0.06074766355140187
Japanese,41,projective_like,content,12,15,4.0,1,82,0.6585365853658537
Japanese,42,projective_like,content,12,14,2.0,3,84,0.25
Japanese,43,projective_like,content,12,22,2.0,0,262,0.48854961832061067
Japanese,44,projective_like,content,12,16,4.0,2,157,0.554140127388535
Japanese,45,projective_like,content,12,37,26.0,0,149,1.0
Japanese,46,projective_like,content,12,29,11.0,0,500,0.086
Japanese,47,projective_like,content,12,23,7.0,0,309,0.9935275080906149
Japanese,48,projective_like,content,12,24,10.0,0,245,0.8081632653061225
Japanese,49,projective_like,content,12,19,5.0,0,93,0.8924731182795699
Japanese,50,projective_like,content,12,30,17.0,0,144,0.3958333333333333
Japanese,51,projective_like,content,12,42,29.0,0,806,0.9032258064516129
Japanese,52,projective_like,content,12,13,1.0,3,95,0.12631578947368421
Japanese,53,projective_like,content,12,28,6.0,0,472,0.4343220338983051
Japanese,54,projective_like,content,12,24,8.0,0,362,0.5386740331491713
Japanese,56,projective_like,content,12,16,3.0,2,121,0.6611570247933884
Japanese,57,projective_like,content,12,17,6.0,1,139,0.8129496402877698
Japanese,58,projective_like,content,12,11,0.0,6,89,0.07865168539325842
Japanese,59,projective_like,content,12,19,5.0,1,180,0.6888888888888889
Japanese,60,projective_like,content,12,36,13.0,0,2261,0.47722246793454226
Japanese,61,projective_like,content,12,22,6.0,0,400,0.7725
Japanese,62,projective_like,content,12,17,3.0,1,207,0.9033816425120773
Japanese,63,projective_like,content,12,22,6.0,0,255,0.5019607843137255
Japanese,64,projective_like,content,12,24,8.0,0,150,0.05333333333333334
Japanese,65,projective_like,content,12,19,5.0,0,168,0.8095238095238095
Japanese,67,projective_like,content,12,20,6.0,0,205,0.9414634146341463
Japanese,68,projective_like,content,12,25,14.0,0,281,1.0
Japanese,69,projective_like,content,12,56,29.0,8,322,0.9503105590062112
Japanese,70,projective_like,content,12,14,1.0,2,88,0.2840909090909091
Japanese,71,projective_like,content,12,24,10.0,0,340,0.9264705882352942
Japanese,72,projective_like,content,12,14,3.0,2,104,0.5480769230769231
Japanese,73,projective_like,content,12,17,5.0,1,185,0.9351351351351351
Japanese,74,projective_like,content,12,16,2.0,2,192,0.2760416666666667
Japanese,75,projective_like,content,12,16,2.0,1,85,0.8705882352941177
Japanese,78,projective_like,content,12,19,4.0,0,114,0.8157894736842105
Japanese,79,projective_like,content,12,16,2.0,1,151,0.26490066225165565
